seqnames	start	end	width	strand	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
68	chr1	152244237	152245290	1054	*	chr1.152244236.152245290	ENSG00000237975	152168162	152366776	+	inside	76075	76075	Overlapping
69	chr1	160308906	160309889	984	*	chr1.160308905.160309889	ENSG00000122218	160287435	160344801	-	inside	35895	21471	Overlapping
70	chr1	161595290	161596065	776	*	chr1.161595289.161596065	ENSG00000143226	161491152	161689627	+	inside	104138	93562	Overlapping
71	chr1	161595290	161596065	776	*	chr1.161595289.161596065	ENSG00000173110	161524540	161608893	+	inside	70750	12828	Overlapping
72	chr1	161595290	161596065	776	*	chr1.161595289.161596065	ENSG00000203747	161540456	161631955	-	inside	36665	35890	Overlapping
73	chr1	161595290	161596065	776	*	chr1.161595289.161596065	ENSG00000244682	161595591	161600213	+	overlapStart	-301	301	Overlapping
74	chr1	161940754	161941526	773	*	chr1.161940753.161941526	ENSG00000118217	161764897	161979535	+	inside	175857	38009	Overlapping
75	chr1	167921920	167923605	1686	*	chr1.167921919.167923605	ENSG00000143158	167906696	167937502	-	inside	15582	13897	Overlapping
76	chr1	167921920	167923605	1686	*	chr1.167921919.167923605	ENSG00000143164	167863274	168089530	+	inside	58646	58646	Overlapping
77	chr1	168879839	168880778	940	*	chr1.168879838.168880778	CATG00000024470	168804026	168909251	+	inside	75813	28473	Overlapping
78	chr1	168879839	168880778	940	*	chr1.168879838.168880778	CATG00000082283	168763354	169049386	-	inside	169547	116485	Overlapping
79	chr1	169517295	169517874	580	*	chr1.169517294.169517874	ENSG00000198734	169503297	169586481	-	inside	69186	13998	Overlapping
80	chr1	174752942	174753502	561	*	chr1.174752941.174753502	CATG00000083442	174674318	174849253	-	inside	96311	78624	Overlapping
81	chr1	174752942	174753502	561	*	chr1.174752941.174753502	ENSG00000152061	174109564	174997204	+	inside	643378	243702	Overlapping
82	chr1	176857489	176858958	1470	*	chr1.176857488.176858958	ENSG00000152092	176855090	177165194	-	inside	307705	2399	Overlapping
83	chr1	183764936	183765308	373	*	chr1.183764935.183765308	ENSG00000143344	183633082	183930482	+	inside	131854	131854	Overlapping
84	chr1	186442274	186443242	969	*	chr1.186442273.186443242	ENSG00000116703	186437911	186517849	-	inside	75575	4363	Overlapping
85	chr1	186442274	186443242	969	*	chr1.186442273.186443242	ENSG00000157181	186374879	186581388	+	inside	67395	67395	Overlapping
86	chr1	186967378	186968424	1047	*	chr1.186967377.186968424	ENSG00000116711	186828990	186990926	+	inside	138388	22502	Overlapping
87	chr1	192973068	192973838	771	*	chr1.192973067.192973838	ENSG00000116750	192972630	193060075	-	inside	87007	438	Overlapping
88	chr1	197151034	197152040	1007	*	chr1.197151033.197152040	NA	NA	NA	NA	NA	NA	NA	NA
89	chr1	197312109	197312623	515	*	chr1.197312108.197312623	ENSG00000134376	197201506	197509757	+	inside	110603	110603	Overlapping
90	chr1	200376463	200377484	1022	*	chr1.200376462.200377484	ENSG00000203721	200322964	200397537	-	inside	21074	20053	Overlapping
91	chr1	201636302	201637067	766	*	chr1.201636301.201637067	CATG00000089172	201599846	201649401	-	inside	13099	12334	Overlapping
92	chr1	201636302	201637067	766	*	chr1.201636301.201637067	ENSG00000134369	201539127	201978971	+	inside	97175	97175	Overlapping
93	chr1	201640614	201641090	477	*	chr1.201640613.201641090	CATG00000089172	201599846	201649401	-	inside	8787	8311	Overlapping
94	chr1	201640614	201641090	477	*	chr1.201640613.201641090	CATG00000089174	201639739	201648052	-	inside	7438	875	Overlapping
95	chr1	201640614	201641090	477	*	chr1.201640613.201641090	ENSG00000134369	201539127	201978971	+	inside	101487	101487	Overlapping
96	chr1	205147221	205147530	310	*	chr1.205147220.205147530	ENSG00000133059	205132593	205211702	-	inside	64481	14628	Overlapping
97	chr1	206430085	206430772	688	*	chr1.206430084.206430772	ENSG00000163486	206392807	206466085	+	inside	37278	35313	Overlapping
98	chr1	213231691	213232809	1119	*	chr1.213231690.213232809	ENSG00000136643	213051258	213475133	+	inside	180433	180433	Overlapping
99	chr1	215113817	215115059	1243	*	chr1.215113816.215115059	ENSG00000082482	214823698	215243475	+	inside	290119	128416	Overlapping
100	chr1	215475633	215476978	1346	*	chr1.215475632.215476978	CATG00000094095	215476627	215517773	-	overlapEnd	42140	351	Overlapping
101	chr1	220631327	220632017	691	*	chr1.220631326.220632017	ENSG00000116141	220511436	220664638	+	inside	119891	32621	Overlapping
102	chr1	221430175	221431833	1659	*	chr1.221430174.221431833	CATG00000036185	221286737	221554424	+	inside	143438	122591	Overlapping
103	chr1	221430175	221431833	1659	*	chr1.221430174.221431833	CATG00000095337	221416492	221440798	-	inside	10623	8965	Overlapping
104	chr1	222224262	222225505	1244	*	chr1.222224261.222225505	CATG00000095434	222072300	222288120	-	inside	63858	62615	Overlapping
105	chr1	222224262	222225505	1244	*	chr1.222224261.222225505	ENSG00000232679	221978397	222274161	-	inside	49899	48656	Overlapping
106	chr1	226332608	226333731	1124	*	chr1.226332607.226333731	NA	NA	NA	NA	NA	NA	NA	NA
107	chr1	228059606	228060400	795	*	chr1.228059605.228060400	CATG00000096947	228044078	228059686	-	overlapStart	80	80	Overlapping
108	chr1	228059606	228060400	795	*	chr1.228059605.228060400	ENSG00000154342	228006970	228064739	+	inside	52636	4339	Overlapping
109	chr1	234933089	234933886	798	*	chr1.234933088.234933886	CATG00000040007	234933303	234933532	+	includeFeature	-214	214	Overlapping
110	chr1	234933089	234933886	798	*	chr1.234933088.234933886	CATG00000098900	234813064	234934691	-	inside	1602	805	Overlapping
111	chr1	244022034	244022679	646	*	chr1.244022033.244022679	ENSG00000226828	243916576	244047317	+	inside	105458	24638	Overlapping
112	chr1	246198417	246199629	1213	*	chr1.246198416.246199629	ENSG00000185420	245698930	246507279	-	inside	308862	307650	Overlapping
113	chr1	248828911	248829193	283	*	chr1.248828910.248829193	ENSG00000175137	248801192	248828935	-	overlapStart	24	24	Overlapping
114	chr1	248828911	248829193	283	*	chr1.248828910.248829193	ENSG00000264500	248826343	248830762	+	inside	2568	1569	Overlapping
115	chr10	3867487	3868457	971	*	chr10.3867486.3868457	CATG00000103282	3866560	3866663	+	downstream	927	824	Overlapping
116	chr10	3894972	3895688	717	*	chr10.3894971.3895688	CATG00000103356	3892575	3896634	+	inside	2397	946	Overlapping
117	chr10	3894972	3895688	717	*	chr10.3894971.3895688	CATG00000117109	3892797	3896143	-	inside	1171	455	Overlapping
118	chr10	12719993	12721051	1059	*	chr10.12719992.12721051	ENSG00000183049	12349576	12836715	+	inside	370417	115664	Overlapping
119	chr10	13558859	13559682	824	*	chr10.13558858.13559682	CATG00000106213	13559602	13560578	+	overlapStart	-743	80	Overlapping
120	chr10	19498463	19499613	1151	*	chr10.19498462.19499613	ENSG00000120594	19257697	20754294	+	inside	240766	240766	Overlapping
121	chr10	19498463	19499613	1151	*	chr10.19498462.19499613	ENSG00000204740	19046940	20359114	+	inside	451523	451523	Overlapping
122	chr10	48365725	48366597	873	*	chr10.48365724.48366597	ENSG00000107643	48306680	48446623	+	inside	59045	59045	Overlapping
123	chr10	51170485	51171894	1410	*	chr10.51170484.51171894	CATG00000114980	51165997	51181211	+	inside	4488	4488	Overlapping
124	chr10	51170485	51171894	1410	*	chr10.51170484.51171894	ENSG00000185532	50990891	52298423	+	inside	179594	179594	Overlapping
125	chr10	56346892	56348198	1307	*	chr10.56346891.56348198	NA	NA	NA	NA	NA	NA	NA	NA
126	chr10	60738947	60739941	995	*	chr10.60738946.60739941	CATG00000115280	60737381	60738455	+	downstream	1566	492	Overlapping
127	chr10	60738947	60739941	995	*	chr10.60738946.60739941	ENSG00000254271	60731703	60741933	+	inside	7244	1992	Overlapping
128	chr10	61438397	61439167	771	*	chr10.61438396.61439167	ENSG00000196932	61404332	61453381	-	inside	14984	14214	Overlapping
129	chr10	66782831	66783764	934	*	chr10.66782830.66783764	ENSG00000183230	65912444	67764420	-	inside	981589	870387	Overlapping
130	chr10	75408998	75409841	844	*	chr10.75408997.75409841	ENSG00000237149	75391230	75412482	+	inside	17768	2641	Overlapping
131	chr10	75408998	75409841	844	*	chr10.75408997.75409841	ENSG00000272692	75398581	75412482	+	inside	10417	2641	Overlapping
132	chr10	75408998	75409841	844	*	chr10.75408997.75409841	ENSG00000273248	75408969	75409594	-	overlapStart	596	29	Overlapping
133	chr10	78335550	78336796	1247	*	chr10.78335549.78336796	ENSG00000227136	78179203	78396900	+	inside	156347	60104	Overlapping
134	chr10	78335550	78336796	1247	*	chr10.78335549.78336796	ENSG00000230417	78248648	78553765	+	inside	86902	86902	Overlapping
135	chr10	78717208	78718546	1339	*	chr10.78717207.78718546	CATG00000000219	78632622	78744561	-	inside	27353	26015	Overlapping
136	chr10	87701410	87702007	598	*	chr10.87701409.87702007	ENSG00000198682	87659098	87762659	+	inside	42312	42312	Overlapping
137	chr10	88209603	88210971	1369	*	chr10.88209602.88210971	CATG00000115895	88016022	88381279	+	inside	193581	170308	Overlapping
138	chr10	88428374	88428987	614	*	chr10.88428373.88428987	ENSG00000184719	88263020	88583567	-	inside	155193	154580	Overlapping
139	chr10	88642320	88643332	1013	*	chr10.88642319.88643332	NA	NA	NA	NA	NA	NA	NA	NA
140	chr10	91190143	91191761	1619	*	chr10.91190142.91191761	CATG00000000421	91190703	91191328	-	includeFeature	1185	433	Overlapping
141	chr10	91190143	91191761	1619	*	chr10.91190142.91191761	CATG00000115990	91186824	91189990	+	downstream	3319	153	Overlapping
142	chr10	91190143	91191761	1619	*	chr10.91190142.91191761	ENSG00000180628	91162846	91292111	+	inside	27297	27297	Overlapping
143	chr10	92407284	92408354	1071	*	chr10.92407283.92408354	CATG00000116023	92342906	92558140	+	inside	64378	64378	Overlapping
144	chr10	92407284	92408354	1071	*	chr10.92407283.92408354	CATG00000116024	92344496	92509490	+	inside	62788	62788	Overlapping
145	chr10	92407284	92408354	1071	*	chr10.92407283.92408354	CATG00000116026	92405696	92428195	+	inside	1588	1588	Overlapping
146	chr10	93261900	93262623	724	*	chr10.93261899.93262623	NA	NA	NA	NA	NA	NA	NA	NA
147	chr10	99364062	99364457	396	*	chr10.99364061.99364457	ENSG00000119946	99329099	99394625	+	inside	34963	30168	Overlapping
148	chr10	99689528	99689975	448	*	chr10.99689527.99689975	ENSG00000014919	99677992	99732095	-	inside	42567	11536	Overlapping
149	chr10	99689528	99689975	448	*	chr10.99689527.99689975	ENSG00000023839	99659509	99853952	+	inside	30019	30019	Overlapping
150	chr10	99689528	99689975	448	*	chr10.99689527.99689975	ENSG00000119929	99685473	99807525	+	inside	4055	4055	Overlapping
151	chr10	99689528	99689975	448	*	chr10.99689527.99689975	ENSG00000198018	99659509	99751700	+	inside	30019	30019	Overlapping
152	chr10	103044635	103045599	965	*	chr10.103044634.103045599	ENSG00000148842	102918294	103090320	+	inside	126341	44721	Overlapping
153	chr10	103153303	103154249	947	*	chr10.103153302.103154249	CATG00000000679	103064057	103189345	-	inside	36042	35096	Overlapping
154	chr10	103153303	103154249	947	*	chr10.103153302.103154249	ENSG00000076685	103076841	103277610	-	inside	124307	76462	Overlapping
155	chr10	110629846	110630276	431	*	chr10.110629845.110630276	NA	NA	NA	NA	NA	NA	NA	NA
156	chr10	112490513	112491567	1055	*	chr10.112490512.112491567	ENSG00000151532	112446999	112888821	+	inside	43514	43514	Overlapping
157	chr10	116688170	116689106	937	*	chr10.116688169.116689106	ENSG00000165868	116671088	116742595	-	inside	54425	17082	Overlapping
158	chr10	119441080	119441854	775	*	chr10.119441079.119441854	ENSG00000148908	119361851	119543551	-	inside	102471	79229	Overlapping
159	chr10	119441080	119441854	775	*	chr10.119441079.119441854	ENSG00000198873	119178936	119459785	+	inside	262144	17931	Overlapping
160	chr11	5362074	5362589	516	*	chr11.5362073.5362589	CATG00000001433	5290048	5392918	+	inside	72026	30329	Overlapping
161	chr11	5362074	5362589	516	*	chr11.5362073.5362589	ENSG00000167355	5301619	5505652	-	inside	143578	60455	Overlapping
162	chr11	5362074	5362589	516	*	chr11.5362073.5362589	ENSG00000196565	5248271	5645866	-	inside	283792	113803	Overlapping
163	chr11	5362074	5362589	516	*	chr11.5362073.5362589	ENSG00000213931	5253234	5505652	-	inside	143578	108840	Overlapping
164	chr11	5362074	5362589	516	*	chr11.5362073.5362589	ENSG00000236248	5362611	5362849	+	upstream	-537	22	Overlapping
165	chr11	6288013	6288730	718	*	chr11.6288012.6288730	CATG00000004678	6289580	6290525	-	downstream	2512	850	Overlapping
166	chr11	7605365	7605994	630	*	chr11.7605364.7605994	ENSG00000166387	7511779	7695333	+	inside	93586	89339	Overlapping
167	chr11	9078628	9078990	363	*	chr11.9078627.9078990	ENSG00000175356	9016786	9139069	-	inside	60441	60079	Overlapping
168	chr11	10375111	10375943	833	*	chr11.10375110.10375943	ENSG00000110315	10370181	10541187	-	inside	166076	4930	Overlapping
169	chr11	10375111	10375943	833	*	chr11.10375110.10375943	ENSG00000133800	10307853	10611707	-	inside	236596	67258	Overlapping
170	chr11	10375111	10375943	833	*	chr11.10375110.10375943	ENSG00000133805	10308263	10772512	+	inside	66848	66848	Overlapping
171	chr11	10581544	10582008	465	*	chr11.10581543.10582008	ENSG00000072952	10570628	10729287	-	inside	147743	10916	Overlapping
172	chr11	10581544	10582008	465	*	chr11.10581543.10582008	ENSG00000133800	10307853	10611707	-	inside	30163	29699	Overlapping
173	chr11	10581544	10582008	465	*	chr11.10581543.10582008	ENSG00000133805	10308263	10772512	+	inside	273281	190504	Overlapping
174	chr11	10581544	10582008	465	*	chr11.10581543.10582008	ENSG00000177112	10541264	10649869	+	inside	40280	40280	Overlapping
175	chr11	13970982	13971536	555	*	chr11.13970981.13971536	ENSG00000152268	13962723	14280155	+	inside	8259	8259	Overlapping
176	chr11	18457346	18457858	513	*	chr11.18457345.18457858	ENSG00000166800	18455856	18482292	+	inside	1490	1490	Overlapping
177	chr11	19646751	19647528	778	*	chr11.19646750.19647528	CATG00000001696	19641155	19654047	+	inside	5596	5596	Overlapping
178	chr11	19646751	19647528	778	*	chr11.19646750.19647528	ENSG00000166833	19345254	20337740	+	inside	301497	301497	Overlapping
179	chr11	23206593	23207194	602	*	chr11.23206592.23207194	ENSG00000246225	22794125	23205889	+	downstream	412468	704	Overlapping
180	chr11	27807556	27808144	589	*	chr11.27807555.27808144	CATG00000005126	27748034	27924525	-	inside	116969	59522	Overlapping
181	chr11	27807556	27808144	589	*	chr11.27807555.27808144	ENSG00000177447	27806600	27806996	+	downstream	956	560	Overlapping
182	chr11	31691293	31692108	816	*	chr11.31691292.31692108	ENSG00000109911	31509201	31794354	+	inside	182092	102246	Overlapping
183	chr11	31691293	31692108	816	*	chr11.31691292.31692108	ENSG00000203504	31671130	31738354	+	inside	20163	20163	Overlapping
184	chr11	31691293	31692108	816	*	chr11.31691292.31692108	ENSG00000228061	31627645	31767939	-	inside	76646	63648	Overlapping
185	chr11	34346570	34346922	353	*	chr11.34346569.34346922	CATG00000005236	34347570	34352024	-	downstream	5454	648	Overlapping
186	chr11	34346570	34346922	353	*	chr11.34346569.34346922	ENSG00000166016	34145939	34359140	-	inside	12570	12218	Overlapping
187	chr11	35282151	35283181	1031	*	chr11.35282150.35283181	CATG00000002028	35237985	35286198	+	inside	44166	3017	Overlapping
188	chr11	35282151	35283181	1031	*	chr11.35282150.35283181	ENSG00000110436	35237677	35421838	-	inside	139687	44474	Overlapping
189	chr11	35491154	35492084	931	*	chr11.35491153.35492084	ENSG00000149090	35430412	35622144	-	inside	130990	60742	Overlapping
190	chr11	44030352	44031152	801	*	chr11.44030351.44031152	ENSG00000149084	43556394	44576588	+	inside	473958	473958	Overlapping
191	chr11	45556833	45557708	876	*	chr11.45556832.45557708	NA	NA	NA	NA	NA	NA	NA	NA
192	chr11	46553625	46555041	1417	*	chr11.46553624.46555041	ENSG00000110497	46386544	46594017	-	inside	40392	38976	Overlapping
193	chr11	46553625	46555041	1417	*	chr11.46553624.46555041	ENSG00000175220	46552973	46700614	-	inside	146989	652	Overlapping
194	chr11	62426559	62427187	629	*	chr11.62426558.62427187	CATG00000002498	62427187	62427994	+	overlapStart	-628	0	Overlapping
195	chr11	62426559	62427187	629	*	chr11.62426558.62427187	CATG00000005723	62423059	62429696	-	inside	3137	2509	Overlapping
196	chr11	62426559	62427187	629	*	chr11.62426558.62427187	ENSG00000255446	62409795	62428865	-	inside	2306	1678	Overlapping
197	chr11	63802599	63803648	1050	*	chr11.63802598.63803648	ENSG00000188070	63750049	63813324	-	inside	10725	9676	Overlapping
198	chr11	66789217	66790261	1045	*	chr11.66789216.66790261	ENSG00000173715	66744622	66843516	+	inside	44595	44595	Overlapping
199	chr11	76524520	76525317	798	*	chr11.76524519.76525317	ENSG00000158636	76444735	76560571	+	inside	79785	35254	Overlapping
200	chr11	76542492	76543739	1248	*	chr11.76542491.76543739	ENSG00000158636	76444735	76560571	+	inside	97757	16832	Overlapping
201	chr11	77459049	77459641	593	*	chr11.77459048.77459641	ENSG00000149269	77319349	77475079	-	inside	16030	15438	Overlapping
202	chr11	77473453	77474544	1092	*	chr11.77473452.77474544	ENSG00000149269	77319349	77475079	-	inside	1626	535	Overlapping
203	chr11	77473453	77474544	1092	*	chr11.77473452.77474544	ENSG00000268635	77473320	77552667	+	inside	133	133	Overlapping
204	chr11	79182794	79183189	396	*	chr11.79182793.79183189	ENSG00000149256	78652802	79471578	-	inside	288784	288389	Overlapping
205	chr11	80958418	80959283	866	*	chr11.80958417.80959283	CATG00000003061	80728124	81033165	+	inside	230294	73882	Overlapping
206	chr11	80958418	80959283	866	*	chr11.80958417.80959283	ENSG00000254437	80956624	80957634	+	downstream	1794	784	Overlapping
207	chr11	80958418	80959283	866	*	chr11.80958417.80959283	ENSG00000255178	79624554	81648288	-	inside	689870	689005	Overlapping
208	chr11	94700333	94701155	823	*	chr11.94700332.94701155	ENSG00000255929	94544543	94740312	-	inside	39979	39157	Overlapping
209	chr11	94746522	94747507	986	*	chr11.94746521.94747507	ENSG00000166025	94706118	95114834	+	inside	40404	40404	Overlapping
210	chr11	95885625	95886155	531	*	chr11.95885624.95886155	ENSG00000087053	95820588	95925113	-	inside	39488	38958	Overlapping
211	chr11	96366043	96366701	659	*	chr11.96366042.96366701	ENSG00000149231	96351594	96389900	-	inside	23857	14449	Overlapping
212	chr11	102709260	102710303	1044	*	chr11.102709259.102710303	NA	NA	NA	NA	NA	NA	NA	NA
213	chr11	103029245	103030390	1146	*	chr11.103029244.103030390	ENSG00000187240	102831628	103480385	+	inside	197617	197617	Overlapping
214	chr11	103029245	103030390	1146	*	chr11.103029244.103030390	ENSG00000255282	102783723	103092194	+	inside	245522	61804	Overlapping
215	chr11	104823683	104824607	925	*	chr11.104823682.104824607	CATG00000003689	104824522	104824785	+	overlapStart	-839	85	Overlapping
216	chr11	104823683	104824607	925	*	chr11.104823682.104824607	CATG00000006833	104804639	104845955	-	inside	22272	19044	Overlapping
217	chr11	110317546	110318085	540	*	chr11.110317545.110318085	CATG00000003795	110318207	110319418	+	upstream	-661	122	Overlapping
