seqnames	start	end	width	strand	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
32	chr10	5081861	5081958	98	*	X024	CATG00000117158	4975524	5107679	-	inside	25818	25721	Overlapping
33	chr10	5081861	5081958	98	*	X024	ENSG00000151632	4871665	5096661	-	inside	14800	14703	Overlapping
34	chr10	5081861	5081958	98	*	X024	ENSG00000196139	5033639	5213153	+	inside	48222	48222	Overlapping
35	chr10	89273455	89273530	76	*	X025	ENSG00000107798	89213538	89415367	-	inside	141912	59917	Overlapping
36	chr10	89273455	89273530	76	*	X025	ENSG00000232110	89260719	89292761	+	inside	12736	12736	Overlapping
37	chr10	66767335	66767392	58	*	X026	ENSG00000183230	65912444	67764420	-	inside	997085	854891	Overlapping
38	chr10	97513777	97513871	95	*	X027	ENSG00000165886	97498550	97622748	+	inside	15227	15227	Overlapping
39	chr11	132127193	132127270	78	*	X028	ENSG00000182667	131370280	132342918	+	inside	756913	215648	Overlapping
40	chr11	47464384	47464481	98	*	X029	CATG00000002246	47453694	47465978	+	inside	10690	1497	Overlapping
41	chr11	47464384	47464481	98	*	X029	ENSG00000149187	47450702	47565961	-	inside	101577	13682	Overlapping
42	chr11	47464384	47464481	98	*	X029	ENSG00000265467	47450702	47486795	-	inside	22411	13682	Overlapping
43	chr11	82972639	82972668	30	*	X030	ENSG00000137502	82972718	83071829	-	downstream	99190	50	Overlapping
44	chr11	82972639	82972668	30	*	X030	ENSG00000254698	82963681	83039183	-	inside	66544	8958	Overlapping
45	chr11	9246205	9246256	52	*	X031	ENSG00000184014	9138649	9266263	-	inside	20058	20007	Overlapping
46	chr11	35489413	35489510	98	*	X032	ENSG00000149090	35430412	35622144	-	inside	132731	59001	Overlapping
47	chr11	43922329	43922426	98	*	X033	ENSG00000149084	43556394	44576588	+	inside	365935	365935	Overlapping
48	chr11	43922329	43922426	98	*	X033	ENSG00000166199	43880831	43947552	+	inside	41498	25126	Overlapping
49	chr11	43922329	43922426	98	*	X033	ENSG00000254409	43921068	44001157	+	inside	1261	1261	Overlapping
50	chr11	121462034	121462131	98	*	X034	ENSG00000137642	121435321	121928976	+	inside	26713	26713	Overlapping
51	chr11	26475220	26475317	98	*	X035	ENSG00000134343	26188808	26668765	+	inside	286412	193448	Overlapping
52	chr11	26475220	26475317	98	*	X035	ENSG00000254819	26284873	26479520	-	inside	4300	4203	Overlapping
53	chr11	88414698	88414795	98	*	X036	CATG00000003248	88337843	88690446	+	inside	76855	76855	Overlapping
54	chr11	88414698	88414795	98	*	X036	CATG00000003254	88414505	88415513	+	inside	193	193	Overlapping
55	chr11	27423769	27423866	98	*	X037	ENSG00000205213	27363500	27472790	-	inside	49021	48924	Overlapping
56	chr11	125980040	125980137	98	*	X038	ENSG00000064309	125949242	126063301	-	inside	83261	30798	Overlapping
57	chr11	8323208	8323266	59	*	X039	ENSG00000166402	8018466	8338649	+	inside	304742	15383	Overlapping
58	chr12	76218457	76218515	59	*	X040	NA	NA	NA	NA	NA	NA	NA	NA
59	chr12	79347280	79347377	98	*	X041	ENSG00000067715	78863993	79458220	+	inside	483287	110843	Overlapping
60	chr12	79347280	79347377	98	*	X041	ENSG00000238890	79348372	79348391	+	upstream	-1092	995	Overlapping
61	chr12	79347280	79347377	98	*	X041	ENSG00000257894	79210663	79544028	-	inside	196748	136617	Overlapping
62	chr12	2801314	2801388	75	*	X042	ENSG00000004478	2793294	2809612	+	inside	8020	8020	Overlapping
63	chr12	2801314	2801388	75	*	X042	ENSG00000258325	2771518	2812913	-	inside	11599	11525	Overlapping
64	chr12	1618779	1618876	98	*	X043	CATG00000007637	1594973	1623210	+	inside	23806	4334	Overlapping
65	chr12	1618779	1618876	98	*	X043	CATG00000011004	1616799	1635784	-	inside	17005	1980	Overlapping
66	chr12	1618779	1618876	98	*	X043	ENSG00000111186	1529837	1728305	+	inside	88942	88942	Overlapping
67	chr12	56011806	56011903	98	*	X044	ENSG00000123411	56007053	56038449	+	inside	4753	4753	Overlapping
68	chr12	77062630	77062727	98	*	X045	ENSG00000165891	77009467	77066072	-	inside	3442	3345	Overlapping
69	chr12	110816201	110816298	98	*	X046	NA	NA	NA	NA	NA	NA	NA	NA
70	chr12	42660873	42660970	98	*	X047	ENSG00000257164	42646586	42686701	+	inside	14287	14287	Overlapping
71	chr12	124684702	124684789	88	*	X048	CATG00000013695	124604214	124744797	-	inside	60095	60008	Overlapping
72	chr12	124684702	124684789	88	*	X048	CATG00000013700	124679051	124685448	-	inside	746	659	Overlapping
73	chr12	106390040	106390070	31	*	X049	ENSG00000013503	106357748	106636444	+	inside	32292	32292	Overlapping
74	chr12	79705374	79705431	58	*	X050	ENSG00000258048	79689600	79778451	+	inside	15774	15774	Overlapping
75	chr12	49689841	49689875	35	*	X051	ENSG00000161791	49611740	49708165	-	inside	18324	18290	Overlapping
76	chr13	79404135	79404182	48	*	X052	ENSG00000139746	79297689	79406761	-	inside	2626	2579	Overlapping
77	chr13	79404135	79404182	48	*	X052	ENSG00000227354	79403358	79427528	+	inside	777	777	Overlapping
78	chr13	111278196	111278264	69	*	X053	ENSG00000102606	111114559	111316305	+	inside	163637	38041	Overlapping
79	chr13	73047751	73047816	66	*	X054	NA	NA	NA	NA	NA	NA	NA	NA
80	chr13	64662688	64662759	72	*	X055	NA	NA	NA	NA	NA	NA	NA	NA
81	chr13	19638502	19638584	83	*	X056	ENSG00000196199	19601898	19768888	+	inside	36604	36604	Overlapping
82	chr13	86441907	86441952	46	*	X057	NA	NA	NA	NA	NA	NA	NA	NA
83	chr13	84766874	84766919	46	*	X058	NA	NA	NA	NA	NA	NA	NA	NA
84	chr14	89369821	89369918	98	*	X059	ENSG00000053254	89124871	89621272	-	inside	251451	244950	Overlapping
85	chr14	92422885	92422944	60	*	X060	ENSG00000140090	92322524	92502441	+	inside	100361	79497	Overlapping
86	chr14	101515743	101515840	98	*	X061	NA	NA	NA	NA	NA	NA	NA	NA
87	chr14	53021921	53021962	42	*	X062	ENSG00000100523	52638102	53153316	-	inside	131395	131354	Overlapping
88	chr14	91287812	91287902	91	*	X063	CATG00000019913	91281594	91288703	+	inside	6218	801	Overlapping
89	chr14	91287812	91287902	91	*	X063	ENSG00000015133	91271183	91418526	-	inside	130714	16629	Overlapping
90	chr14	35437986	35438083	98	*	X064	CATG00000018542	35403220	35482757	+	inside	34766	34766	Overlapping
91	chr14	52760306	52760382	77	*	X065	ENSG00000100523	52638102	53153316	-	inside	393010	122204	Overlapping
92	chr14	52760306	52760382	77	*	X065	ENSG00000198252	52730185	52930349	+	inside	30121	30121	Overlapping
93	chr14	103657644	103657741	98	*	X066	ENSG00000126214	103561906	103702073	+	inside	95738	44332	Overlapping
94	chr14	103657644	103657741	98	*	X066	ENSG00000256500	103562965	103685924	+	inside	94679	28183	Overlapping
95	chr14	59337169	59337248	80	*	X067	ENSG00000100592	59188669	59375516	+	inside	148500	38268	Overlapping
96	chr14	59337169	59337248	80	*	X067	ENSG00000126790	59312969	59487819	-	inside	150650	24200	Overlapping
97	chr14	77097287	77097350	64	*	X068	CATG00000021649	77095719	77098003	-	inside	716	653	Overlapping
98	chr14	77097287	77097350	64	*	X068	ENSG00000198894	77095610	77119394	+	inside	1677	1677	Overlapping
99	chr14	77097287	77097350	64	*	X068	ENSG00000259164	77098311	77225462	+	upstream	-1024	961	Overlapping
100	chr15	23054845	23054879	35	*	X069	NA	NA	NA	NA	NA	NA	NA	NA
101	chr15	73730428	73730525	98	*	X070	CATG00000023590	73730704	73731699	+	upstream	-276	179	Overlapping
102	chr15	73730428	73730525	98	*	X070	CATG00000025494	73729101	73731748	-	inside	1320	1223	Overlapping
103	chr15	74514519	74514601	83	*	X071	ENSG00000261775	74482900	74519809	+	inside	31619	5208	Overlapping
104	chr15	40538695	40538792	98	*	X072	ENSG00000128891	40521177	40734616	-	inside	195921	17518	Overlapping
105	chr15	40538695	40538792	98	*	X072	ENSG00000259536	40486557	40558030	+	inside	52138	19238	Overlapping
106	chr15	74455312	74455409	98	*	X073	ENSG00000138623	74365169	74461712	-	inside	6400	6303	Overlapping
107	chr15	74455312	74455409	98	*	X073	ENSG00000138629	74436805	74461712	-	inside	6400	6303	Overlapping
108	chr16	62760504	62760571	68	*	X074	NA	NA	NA	NA	NA	NA	NA	NA
109	chr16	29104934	29105031	98	*	X075	ENSG00000103472	29074994	29116720	+	inside	29940	11689	Overlapping
110	chr16	29104934	29105031	98	*	X075	ENSG00000260908	29053732	29107519	-	inside	2585	2488	Overlapping
111	chr16	58365485	58365582	98	*	X076	CATG00000027458	58365877	58368372	+	upstream	-392	295	Overlapping
112	chr16	58365485	58365582	98	*	X076	ENSG00000181938	58295080	58408067	+	inside	70405	42485	Overlapping
113	chr16	14614146	14614228	83	*	X077	CATG00000028769	14613374	14615302	-	inside	1156	772	Overlapping
114	chr16	14614146	14614228	83	*	X077	ENSG00000140694	14435259	14632728	-	inside	18582	18500	Overlapping
115	chr16	55782484	55782538	55	*	X078	ENSG00000228695	55742433	55794256	+	inside	40051	11718	Overlapping
116	chr16	87553460	87553549	90	*	X079	CATG00000028244	87551742	87553134	+	downstream	1718	326	Overlapping
117	chr17	78279469	78279566	98	*	X080	ENSG00000204277	78248024	78281858	-	inside	2389	2292	Overlapping
118	chr17	78279469	78279566	98	*	X080	ENSG00000267737	78265942	78351196	+	inside	13527	13527	Overlapping
119	chr17	49277633	49277730	98	*	X081	NA	NA	NA	NA	NA	NA	NA	NA
120	chr17	78309196	78309293	98	*	X082	ENSG00000267737	78265942	78351196	+	inside	43254	41903	Overlapping
121	chr17	7385457	7385554	98	*	X083	CATG00000032942	7382450	7385450	-	upstream	-7	7	Overlapping
122	chr17	7385457	7385554	98	*	X083	ENSG00000174292	7379193	7391923	+	inside	6264	6264	Overlapping
123	chr17	58698494	58698591	98	*	X084	ENSG00000108384	58692602	58738621	+	inside	5892	5892	Overlapping
124	chr17	66468026	66468123	98	*	X085	CATG00000032147	66353901	66503602	+	inside	114125	35479	Overlapping
125	chr17	66468026	66468123	98	*	X085	ENSG00000154229	66301729	66813694	+	inside	166297	166297	Overlapping
126	chr17	59315171	59315200	30	*	X086	NA	NA	NA	NA	NA	NA	NA	NA
127	chr17	56852676	56852773	98	*	X087	CATG00000034053	56842906	56856004	-	inside	3328	3231	Overlapping
128	chr17	56852676	56852773	98	*	X087	ENSG00000153933	56833231	56872618	+	inside	19445	19445	Overlapping
129	chr17	83050004	83050101	98	*	X088	ENSG00000175711	82939379	83054236	-	inside	4232	4135	Overlapping
130	chr17	33852280	33852328	49	*	X089	ENSG00000108684	33012914	34156768	-	inside	304488	304440	Overlapping
131	chr17	33852280	33852328	49	*	X089	ENSG00000265356	33825964	33987365	-	inside	135085	26316	Overlapping
132	chr18	22220581	22220678	98	*	X090	NA	NA	NA	NA	NA	NA	NA	NA
133	chr18	55674095	55674192	98	*	X091	NA	NA	NA	NA	NA	NA	NA	NA
134	chr18	26599583	26599624	42	*	X092	CATG00000037105	26599287	26601325	-	inside	1742	296	Overlapping
135	chr18	26599583	26599624	42	*	X092	ENSG00000134504	26408776	26658511	-	inside	58928	58887	Overlapping
136	chr18	26599583	26599624	42	*	X092	ENSG00000263846	26599325	26600338	+	inside	258	258	Overlapping
137	chr18	8644040	8644137	98	*	X093	NA	NA	NA	NA	NA	NA	NA	NA
138	chr18	23475352	23475445	94	*	X094	ENSG00000101782	23452823	23486603	+	inside	22529	11158	Overlapping
139	chr18	79961001	79961085	85	*	X095	ENSG00000122490	79886976	79969414	-	inside	8413	8329	Overlapping
140	chr18	79961001	79961085	85	*	X095	ENSG00000141759	79952254	80033936	-	inside	72935	8747	Overlapping
141	chr18	79961001	79961085	85	*	X095	ENSG00000226742	79951741	79990793	+	inside	9260	9260	Overlapping
142	chr19	888425	888522	98	*	X096	CATG00000038166	889430	890149	+	upstream	-1005	908	Overlapping
143	chr19	888425	888522	98	*	X096	ENSG00000175221	862352	893207	-	inside	4782	4685	Overlapping
144	chr19	45037853	45037928	76	*	X097	ENSG00000104856	45001469	45038778	+	inside	36384	850	Overlapping
145	chr19	51916098	51916170	73	*	X098	ENSG00000142556	51868491	52028378	-	inside	112280	47607	Overlapping
146	chr19	51916098	51916170	73	*	X098	ENSG00000161551	51804414	52035113	-	inside	119015	111684	Overlapping
147	chr19	51916098	51916170	73	*	X098	ENSG00000167555	51810054	52422908	+	inside	106044	106044	Overlapping
148	chr19	51916098	51916170	73	*	X098	ENSG00000197619	51872061	52034654	-	inside	118556	44037	Overlapping
149	chr19	51916098	51916170	73	*	X098	ENSG00000198093	51870968	52028378	-	inside	112280	45130	Overlapping
150	chr19	51916098	51916170	73	*	X098	ENSG00000256683	51889150	52077038	-	inside	160940	26948	Overlapping
151	chr19	9668363	9668419	57	*	X099	CATG00000040244	9542791	9745193	-	inside	76830	76774	Overlapping
152	chr19	9668363	9668419	57	*	X099	CATG00000040247	9669352	9671474	-	downstream	3111	933	Overlapping
153	chr19	9668363	9668419	57	*	X099	ENSG00000171466	9412323	9675080	-	inside	6717	6661	Overlapping
154	chr19	9668363	9668419	57	*	X099	ENSG00000224689	9620495	9700674	-	inside	32311	32255	Overlapping
155	chr19	9668363	9668419	57	*	X099	ENSG00000267106	9621255	9722909	+	inside	47108	47108	Overlapping
156	chr19	48905776	48905806	31	*	X100	ENSG00000104805	48896469	48945527	+	inside	9307	9307	Overlapping
157	chr2	45880374	45880415	42	*	X101	ENSG00000171132	45651140	46189663	+	inside	229234	229234	Overlapping
158	chr2	192299834	192299903	70	*	X102	NA	NA	NA	NA	NA	NA	NA	NA
159	chr2	216652202	216652299	98	*	X103	ENSG00000115457	216622519	216667292	+	inside	29683	14993	Overlapping
160	chr2	97831333	97831392	60	*	X104	ENSG00000075568	97736481	98012741	-	inside	181408	94852	Overlapping
161	chr2	77804609	77804706	98	*	X105	NA	NA	NA	NA	NA	NA	NA	NA
162	chr2	57821706	57821778	73	*	X106	CATG00000048536	57259697	58047722	-	inside	226016	225944	Overlapping
163	chr2	181780879	181780976	98	*	X107	CATG00000045738	181773484	181780347	+	downstream	7395	532	Overlapping
164	chr2	181780879	181780976	98	*	X107	CATG00000045739	181781029	181782781	+	upstream	-150	53	Overlapping
165	chr2	166113567	166113598	32	*	X108	ENSG00000144285	165984993	166149161	-	inside	35594	35563	Overlapping
166	chr2	166113567	166113598	32	*	X108	ENSG00000236107	165957237	166306804	+	inside	156330	156330	Overlapping
167	chr2	53814139	53814169	31	*	X109	ENSG00000068912	53787044	53834085	+	inside	27095	19916	Overlapping
168	chr2	53814139	53814169	31	*	X109	ENSG00000115239	53532642	53859962	-	inside	45823	45793	Overlapping
169	chr2	53814139	53814169	31	*	X109	ENSG00000270898	53648955	53859962	-	inside	45823	45793	Overlapping
170	chr2	150492927	150493024	98	*	X110	ENSG00000115963	150468161	150541710	-	inside	48783	24766	Overlapping
171	chr2	206609100	206609197	98	*	X111	CATG00000051342	206599486	206617850	-	inside	8750	8653	Overlapping
172	chr2	206609100	206609197	98	*	X111	ENSG00000114948	206443532	206621575	+	inside	165568	12378	Overlapping
173	chr2	160957712	160957758	47	*	X112	CATG00000050522	160870629	161130481	-	inside	172769	87083	Overlapping
174	chr2	151034297	151034385	89	*	X113	ENSG00000236885	150912965	151193208	-	inside	158911	121332	Overlapping
175	chr2	218274728	218274796	69	*	X114	ENSG00000127838	218269472	218348793	+	inside	5256	5256	Overlapping
176	chr2	218274728	218274796	69	*	X114	ENSG00000135926	218273448	218292535	-	inside	17807	1280	Overlapping
177	chr2	102185007	102185104	98	*	X115	CATG00000049480	102185945	102186878	-	downstream	1871	841	Overlapping
178	chr2	102185007	102185104	98	*	X115	ENSG00000115598	102185317	102240982	+	upstream	-310	213	Overlapping
179	chr2	141598318	141598375	58	*	X116	CATG00000050167	141595065	141597786	-	upstream	-532	532	Overlapping
180	chr2	141598318	141598375	58	*	X116	ENSG00000168702	140228483	142131632	-	inside	533314	533257	Overlapping
181	chr2	64782641	64782738	98	*	X117	CATG00000043102	64750191	64794550	+	inside	32450	11812	Overlapping
182	chr2	64782641	64782738	98	*	X117	ENSG00000234572	64756910	65097968	-	inside	315327	25731	Overlapping
183	chr2	139019241	139019333	93	*	X118	CATG00000044768	138917272	139044809	+	inside	101969	25476	Overlapping
184	chr2	111857936	111858267	332	*	X119	ENSG00000153107	111763139	111884373	-	inside	26437	26106	Overlapping
185	chr2	176741813	176741910	98	*	X120	ENSG00000224577	176429160	176825541	+	inside	312653	83631	Overlapping
186	chr2	176741813	176741910	98	*	X120	ENSG00000230552	176716888	176829488	-	inside	87675	24925	Overlapping
187	chr2	100748659	100748696	38	*	X121	NA	NA	NA	NA	NA	NA	NA	NA
188	chr2	65189422	65189485	64	*	X122	CATG00000048786	65166407	65228398	-	inside	38976	23015	Overlapping
189	chr2	218785168	218785265	98	*	X123	ENSG00000135929	218778398	218829041	+	inside	6770	6770	Overlapping
190	chr2	92689116	92689213	98	*	X124	NA	NA	NA	NA	NA	NA	NA	NA
191	chr2	86844361	86844458	98	*	X125	CATG00000043721	86795066	86858138	+	inside	49295	13680	Overlapping
192	chr2	86844361	86844458	98	*	X125	ENSG00000172116	86814728	86861886	-	inside	17525	17428	Overlapping
193	chr2	42742560	42742657	98	*	X126	ENSG00000057935	42492639	42991178	+	inside	249921	248521	Overlapping
194	chr20	331919	331972	54	*	X127	ENSG00000125875	239800	463222	-	inside	131303	92119	Overlapping
195	chr20	331919	331972	54	*	X127	ENSG00000177732	325552	336166	+	inside	6367	4194	Overlapping
196	chr20	331919	331972	54	*	X127	ENSG00000225377	308692	353872	-	inside	21953	21900	Overlapping
197	chr20	13403307	13403386	80	*	X128	ENSG00000089123	13263668	13639354	-	inside	236047	139639	Overlapping
198	chr20	13403307	13403386	80	*	X128	ENSG00000236811	13390107	13418809	+	inside	13200	13200	Overlapping
199	chr20	22803974	22804052	79	*	X129	NA	NA	NA	NA	NA	NA	NA	NA
200	chr21	37638072	37638169	98	*	X130	CATG00000056036	37593336	37840730	+	inside	44736	44736	Overlapping
201	chr21	37638072	37638169	98	*	X130	ENSG00000157542	37606757	37916423	-	inside	278351	31315	Overlapping
202	chr22	23345642	23345696	55	*	X131	NA	NA	NA	NA	NA	NA	NA	NA
203	chr22	29551087	29551184	98	*	X132	ENSG00000100296	29497801	29737024	-	inside	185937	53286	Overlapping
204	chr22	43931237	43931334	98	*	X133	ENSG00000100344	43923805	43964488	+	inside	7432	7432	Overlapping
205	chr22	44560626	44560658	33	*	X134	NA	NA	NA	NA	NA	NA	NA	NA
206	chr22	42807139	42807236	98	*	X135	ENSG00000100266	42796503	43015115	-	inside	207976	10636	Overlapping
207	chr22	42807139	42807236	98	*	X135	ENSG00000242247	42785816	42892284	-	inside	85145	21323	Overlapping
208	chr22	17686007	17686104	98	*	X136	ENSG00000099968	17628289	17739263	+	inside	57718	53159	Overlapping
209	chr22	17686007	17686104	98	*	X136	ENSG00000269220	17673381	17784660	+	inside	12626	12626	Overlapping
210	chr22	34122364	34122461	98	*	X137	ENSG00000236052	34017432	34188425	+	inside	104932	65964	Overlapping
211	chr22	50641210	50641241	32	*	X138	NA	NA	NA	NA	NA	NA	NA	NA
212	chr3	196151988	196152056	69	*	X139	ENSG00000161217	196114993	196288992	-	inside	137004	36995	Overlapping
213	chr3	196151988	196152056	69	*	X139	ENSG00000224652	196142532	196178101	+	inside	9456	9456	Overlapping
214	chr3	104140617	104140705	89	*	X140	NA	NA	NA	NA	NA	NA	NA	NA
215	chr3	20695601	20695685	85	*	X141	NA	NA	NA	NA	NA	NA	NA	NA
216	chr3	42197623	42197671	49	*	X142	ENSG00000182606	42013102	42233990	+	inside	184521	36319	Overlapping
217	chr3	139111643	139111740	98	*	X143	ENSG00000232416	139105079	139125167	+	inside	6564	6564	Overlapping
218	chr3	170462649	170463459	811	*	X144	ENSG00000013293	170459532	170586008	-	inside	123359	3117	Overlapping
219	chr3	170462649	170463459	811	*	X144	ENSG00000013297	170412882	170861012	+	inside	49767	49767	Overlapping
220	chr3	183740638	183740735	98	*	X145	ENSG00000163872	183697806	183830626	+	inside	42832	42832	Overlapping
221	chr3	108897719	108897816	98	*	X146	NA	NA	NA	NA	NA	NA	NA	NA
222	chr3	184892280	184892377	98	*	X147	ENSG00000156931	184786827	185063338	+	inside	105453	105453	Overlapping
223	chr3	11434594	11434641	48	*	X148	ENSG00000197548	11272397	11607399	+	inside	162197	162197	Overlapping
224	chr3	135488730	135488827	98	*	X149	CATG00000066182	135458245	135516390	-	inside	27660	27563	Overlapping
225	chr3	58449954	58450051	98	*	X150	ENSG00000168301	58433605	58511021	+	inside	16349	16349	Overlapping
226	chr3	42608648	42608745	98	*	X151	CATG00000059886	42609093	42610034	+	upstream	-445	348	Overlapping
227	chr3	42608648	42608745	98	*	X151	ENSG00000114857	42600407	42651334	+	inside	8241	8241	Overlapping
228	chr3	42608648	42608745	98	*	X151	ENSG00000230084	42601963	42654388	-	inside	45740	6685	Overlapping
229	chr3	57269571	57269668	98	*	X152	ENSG00000157500	57226196	57288697	+	inside	43375	19029	Overlapping
230	chr3	57269571	57269668	98	*	X152	ENSG00000239388	57267536	57292682	-	inside	23111	2035	Overlapping
231	chr3	52648437	52648534	98	*	X153	ENSG00000163939	52534791	52685913	-	inside	37476	37379	Overlapping
232	chr3	186963760	186963857	98	*	X154	ENSG00000073849	186930304	187086378	+	inside	33456	33456	Overlapping
233	chr3	182304259	182304296	38	*	X155	CATG00000067044	182198755	182413590	-	inside	109331	105504	Overlapping
234	chr3	182304259	182304296	38	*	X155	ENSG00000240478	182121725	182367382	+	inside	182534	63086	Overlapping
235	chr3	119644650	119644747	98	*	X156	ENSG00000121577	119633555	119677406	-	inside	32756	11095	Overlapping
236	chr3	119644650	119644747	98	*	X156	ENSG00000138495	119638108	119702829	-	inside	58179	6542	Overlapping
237	chr3	120814333	120814399	67	*	X157	ENSG00000243593	120812505	120836364	-	inside	22031	1828	Overlapping
238	chr4	91741809	91741855	47	*	X158	NA	NA	NA	NA	NA	NA	NA	NA
239	chr4	152285658	152285691	34	*	X159	CATG00000074175	152232808	152331895	-	inside	46237	46204	Overlapping
240	chr4	152285658	152285691	34	*	X159	CATG00000074180	152281368	152292663	-	inside	7005	4290	Overlapping
241	chr4	152285658	152285691	34	*	X159	ENSG00000109670	152211258	152540463	-	inside	254805	74400	Overlapping
242	chr4	10093074	10093133	60	*	X160	ENSG00000071127	10060402	10118578	-	inside	25504	25445	Overlapping
243	chr4	10093074	10093133	60	*	X160	ENSG00000109667	9771148	10116825	-	inside	23751	23692	Overlapping
244	chr4	177284720	177284811	92	*	X161	CATG00000074664	177213443	177301280	-	inside	16560	16469	Overlapping
245	chr4	8612038	8612122	85	*	X162	CATG00000071754	8600200	8612965	-	inside	927	843	Overlapping
246	chr4	8612038	8612122	85	*	X162	ENSG00000109625	8592796	8619762	+	inside	19242	7640	Overlapping
247	chr4	8612038	8612122	85	*	X162	ENSG00000155269	8558598	8619762	+	inside	53440	7640	Overlapping
248	chr4	24924375	24924437	63	*	X163	ENSG00000181982	24800772	24980228	-	inside	55853	55791	Overlapping
249	chr4	94892436	94892533	98	*	X164	ENSG00000138696	94757955	95196570	+	inside	134481	134481	Overlapping
250	chr4	146575067	146575120	54	*	X165	NA	NA	NA	NA	NA	NA	NA	NA
251	chr4	66613632	66613729	98	*	X166	CATG00000068806	66560383	66712282	+	inside	53249	53249	Overlapping
252	chr4	133284689	133284786	98	*	X167	CATG00000070241	133266951	133533759	+	inside	17738	17738	Overlapping
253	chr4	133284689	133284786	98	*	X167	CATG00000073817	133257047	133390370	-	inside	105681	27642	Overlapping
254	chr4	80464696	80464749	54	*	X168	ENSG00000138675	80265660	80575932	+	inside	199036	111183	Overlapping
255	chr4	80464696	80464749	54	*	X168	ENSG00000197826	80274958	81045855	+	inside	189738	189738	Overlapping
256	chr4	147587837	147587934	98	*	X169	ENSG00000251688	147567534	147598611	+	inside	20303	10677	Overlapping
257	chr5	142161804	142161890	87	*	X170	CATG00000081483	142154377	142193043	-	inside	31239	7427	Overlapping
258	chr5	142161804	142161890	87	*	X170	ENSG00000131507	142064128	142172236	+	inside	97676	10346	Overlapping
259	chr5	151854726	151854823	98	*	X171	CATG00000078120	151853573	151856476	+	inside	1153	1153	Overlapping
